,News,Category
2664,"How to become a politician in few easy steps.If you're the chosen one, you don't have to wait for the father or uncle to kick the bucket to enter the business of politics.",humour
4739,"Thank you Michael Clarke, for the perfect World Cup speech.In a moving gesture, the skipper invoked the memory of Phil Hughes and spoke of how his death had made him in spirit the 16th member of the Aussie squad.",sports
615,The deep rooted racism in Hollywood.South Asian actors have scripted a short history of their own.,Arts
4226,Has Virat’s victory-virus infected Kedar Jadhav and others in the Indian team?.Few will remember Jadhav's maiden one-day century against Zimbabwe. Few will forget this one against England.,sports
3601,BMW's new motorcycle is like taking a peek into the future.Meet Motorrad Vision Next 100.,tech
2801,Censor Board has compiled a list of its favourite abusive words. What have they left out?.The CBFC had issued directions regarding set of words not to be permitted in any certification category.,humour
3528,"3 reasons why you should stick to Jio even after March 31.Despite all its flaws, it seems to be the best option.",tech
2109,"Confessions of a Gujarat model.Enduring severe bouts of depression and bulimia, Vikas and I kept each other company in Gotham City.",humour
2480,What do historians do: They'll tell us how great Chetan Bhagat is.Celebrity writer was once again trolled on Twitter for offering some pearls of wisdom.,humour
1854,"Vicky Kaushal in Bhoot: Karan Johar steps into the horror genre. Now, we're really scared.That look on Vicky's face in the poster. Yup, that was the look on ours when we heard.",humour
18474,"Why I criticised Islam at India Ideas Conclave.We, Islam critics, have never harmed a single Muslim, while those who praise Islam have much blood on their hands.",politics
3821,"What the new Star Wars trailer tells you about the film.It is going to be a sequel to the original trilogy and the story will surely be after the ""Return of the Jedi"".",tech
1915,"Red-Faced Like A Tomato: This viral video reveals a deep, dark truth about Pakistan.Even as Pakistani TV lambasts India for not sending them tomatoes, we award rotten tomatoes for other experts who claim Pakistan stopped importing India's tomatoes long ago, and secretly search for tomato-free recipes.",humour
18291,"Five reasons why India should not join war on ISIS.Sending our troops to Iraq and Syria would not only be a financial disaster, it would divert us from our fight against Pakistan sponsored terror.",politics
4298,"Olympics for losers: Gopichand not good enough, really?.Telanga deputy CM Mahmood Ali draws flak for saying PV Sindhu needs a better coach to fetch a gold medal.",sports
3718,Why Twitter should stick to its 140-character limit.The micro-blogging site will essentially become a deserted wasteland without it.,tech
1699,"Why India’s climb up Doing Business rankings will be slow.Among bigger hurdles, India Inc may face transition problems in the initial phase of the much-awaited GST.",business
3957,Virat Kohli’s epoch-making test innings may not be too far away.A player's inability to single-handedly win team games can't be decisive to judge his or her greatness.,sports
1464,"Why N Chandrasekaran was appointed as Tata Sons chairman.Under his leadership, TCS generated $16.5 billion and remains the most valuable company in India.",business
214,"How to kill time in Delhi before it kills you.Tony Jesudasan reviews Ravi Shankar Etteh's 'Killing Time In Delhi' and rediscovers the city, fittingly titled 'India's Gotham'.",Arts
2046,"The achievers' arranged marriage: How 'beautiful girls' spoiled the honest matrimonial advertisement.The proper term is “fair-skinned”, which has been there in vogue for years.",humour
4887,"We all grieve for Phil Hughes, but stop calling cricket a dangerous game.Even when he was battling for his life, the Aussie batsman would never have wanted cricket to come to a standstill.",sports
3843,Intel could have an edge in Android's 64-bit era.Intel's performance should change with the release of Android L in the coming months.,tech
18758,Why Modi paid tribute to Eknath Ranade.An introduction to one of RSS' most inspiring yet unsung leaders.,politics
4211,"Dhoni, Federer, Yuvi, Serena, Nehra: Is 35-plus the new prime in sports?.Or are these champions made of something special?",sports
18250,Where the fog is the change?.I heard the PM say if I don't like my designated electricity service provider I can demand change. The problem is - I can't see a damn thing.,politics
18952,J&K Floods: Valley of darkness.Srinagar has lost something more basic than material possession - its pride.,politics
2489,"Geeta is back, but what about Dawood?.With Chhota Rajan under custody, isn't it time for his former boss to join him?",humour
18149,The strange case of Jayanthi Natarajan.The main focus should be on the key issues that she has revealed in her story.,politics
3143,Why Nipah virus has baffled scientists and experts.It still not clear whether the outbreak is a result of circulating virus within the country or is of imported origin.,tech
3646,3 iOS apps you've never heard of.A must-have for Apple users.,tech
2813,"Delhi polls: CM chair for AAP's Kejriwal, exit door for BJP's Kiran Bedi.Our cartoonist sketches the landscape of Indian politics with his wicked pen.",humour
3988,Why IPL 2018 final telecast in 8 languages and women's exhibition game are steps in the right direction.The exhibition game could be a stepping stone towards a full-fledged women's IPL some years down the line.,sports
4806,"Crazy little thing called Pakistan cricket.Plant the seed of hope in Umar Akmal, give the country hope.",sports
1961,"5 key takeaways from the 106th Indian Science Congress, and why they should be buried in the Time Capsule for 100 years!.Perhaps in 2019, we are not ready for such radical theories. Perhaps in a 100 years, we will be.",humour
3328,Can Razer Phone help usher in a new era for mobile gaming?.Its makers claim the device has world's first 120Hz display on a smartphone.,tech
4379,"They don't make champions like Muhammad Ali today.For all his showmanship, the boxing legend was described by many who met him as an incredibly patient and grounded man.",sports
4397,"Sushil Kumar deserves a trial, let him earn his place for Olympics.India's wrestling body should be happy to find itself in a situation where it is spoilt for choice.",sports
4689,"Bangladesh Test squad: Exit MS Dhoni. Enter Harbhajan Singh.Does the off spinner's IPL performance, if anything, warrant him selection for the five-day format? The Team India selections seem to be choreographed.",sports
56,"Two decades on, The Sixth Sense still has the greatest 'twist'.The beauty of the movie's twist ending is not that it worked for the first time — it is about how it continues to still hold up even after 20 years.",Arts
4504,Why India was so special for Brendon McCullum.Way beyond the first IPL century.,sports
1566,"What does it take to get a woman to lead the board room?.According to ILO, only 25 per cent of Indian women are active in the workforce, significantly lower compared to Cuba, Bangladesh and Somalia.",business
1883,"Salman Khan in Slow Motion: 3 questions after watching Salman bhai and Disha Patani in Bharat's 'Slow Motion'.Bhaijaan, of course, rocks. But how does he do it?",humour
18188,How Modi's new suit came to cloak Obama's India visit.Clothes always have contained an unfolding story and the prime minister's sartorial choices will continue to attract scrutiny.,politics
3338,"Proposed third arm of LIGO to be built in India is our true Big Science moment.Projects like these promote collaborative, world-class research work within the country.",tech
